v=JHsfKFF9Oag__#1_label_A.mp4|0.23112525|(3,1001,0.040199712,1000,2001,0.23112525,1699,2699,2.700953e-06)
v=fkps18H3SXY__#00-36-00_00-42-00_label_A.mp4|0.90519553|(9,1001,4.745689e-06,1000,2001,0.90519553,2000,3001,8.412622e-05,3000,4001,0.0029153326,4000,5001,0.007652799,5000,6001,1.8226812e-05,6000,7001,0.00420209,7000,8001,3.3372276e-06,7643,8643,2.1611036e-06)
Flipped.2010__#00-45-40_00-47-30_label_A.mp4|0.99836737|(3,1001,0.99836737,1000,2001,0.059359416,1641,2641,1.4656093e-06)
Tropa.de.Elite.2.2010__#01-33-31_01-34-20_label_A.mp4|0.005527655|(2,1001,0.005527655,177,1177,2.3587661e-05)
Gladiator.2000__#02-43-00_02-43-59_label_A.mp4|0.984534|(2,1001,0.029174943,417,1417,0.984534)
Mission.Impossible.V.Rogue.Nation.2015__#01-29-39_01-33-39_label_A.mp4|0.12793724|(6,1001,0.042892598,1000,2001,1.0937091e-05,2000,3001,0.12793724,3000,4001,3.6610796e-05,4000,5001,2.5801621e-06,4762,5762,6.825577e-05)
v=RRiN5W9XwJE__#1_label_A.mp4|0.99951494|(3,1001,0.9991743,1000,2001,0.99951494,1616,2616,0.9988206)
v=-5RWxUUJ7lQ__#1_label_A.mp4|0.8904069|(20,1001,1.0954071e-06,1000,2001,0.055629034,2000,3001,0.73506904,3000,4001,1.8785378e-05,4000,5001,0.23181947,5000,6001,0.058574166,6000,7001,0.00012361952,7000,8001,8.484323e-05,8000,9001,0.12613006,9000,10001,0.00070638803,10000,11001,0.09164039,11000,12001,0.00092941325,12000,13001,0.000578151,13000,14001,0.00023064257,14000,15001,0.078038104,15000,16001,0.041063458,16000,17001,0.8904069,17000,18001,0.0003685703,18000,19001,0.018516973,18123,19123,0.010758878)
v=9eME1y6V-T4__#02-00-00_02-06-00_label_A.mp4|0.23226708|(9,1001,0.01263824,1000,2001,0.00011679309,2000,3001,0.00016726425,3000,4001,0.23226708,4000,5001,0.0013723538,5000,6001,0.0004942985,6000,7001,0.19344677,7000,8001,8.002478e-06,7642,8642,0.0017544498)
v=enYITYwvPAQ__#00-27-00_00-30-00_label_A.mp4|0.97947603|(5,1001,0.00044405978,1000,2001,0.011267794,2000,3001,0.97947603,3000,4001,4.09918e-05,3321,4321,2.325922e-06)
Bullet.in.the.Head.1990__#00-51-46_00-52-50_label_A.mp4|1.6061964e-05|(2,1001,1.6061964e-05,537,1537,1.9886952e-06)
Deadpool.2016__#0-18-35_0-18-55_label_A.mp4|0.0014436424|(1,481,0.0014436424)
New.Kids.Turbo.2010__#00-41-30_00-42-05_label_A.mp4|0.16253611|(1,840,0.16253611)
v=4jVgDKbu_TI__#1_label_A.mp4|0.00022365357|(19,1001,0.00011900804,1000,2001,5.4142306e-06,2000,3001,3.7333373e-07,3000,4001,8.080434e-05,4000,5001,4.5431133e-07,5000,6001,0.0001161445,6000,7001,1.7844584e-07,7000,8001,2.3196865e-06,8000,9001,9.347019e-08,9000,10001,0.00022365357,10000,11001,2.8412762e-07,11000,12001,1.8587432e-05,12000,13001,6.299937e-07,13000,14001,7.796271e-07,14000,15001,4.0704563e-07,15000,16001,5.276772e-08,16000,17001,2.675835e-07,17000,18001,1.0834995e-06,17974,18974,3.173292e-08)
Haywire.2011__#00-02-06_00-03-29_label_A.mp4|0.08534666|(2,1001,0.08534666,993,1993,0.002625552)
God.Bless.America.2011__#00-51-00_00-52-00_label_A.mp4|0.77369153|(2,1001,0.77369153,441,1441,0.14529797)
Kingsman.The.Secret.Service.2014__#00-25-29_00-26-24_label_A.mp4|0.00010461818|(2,1001,3.098048e-06,321,1321,0.00010461818)
v=x0-z4h6mFoU__#1_label_A.mp4|0.0233166|(5,1001,8.810664e-07,1000,2001,5.9398903e-05,2000,3001,0.005108691,3000,4001,7.461056e-06,3610,4610,0.0233166)
Love.Me.If.You.Dare.2003__#00-11-20_00-15-08_label_A.mp4|0.99968934|(6,1001,0.99968934,1000,2001,0.0060184104,2000,3001,0.9127054,3000,4001,0.9993586,4000,5001,8.858419e-06,4474,5474,0.45694077)
v=H9Y5_X1sEEA__#00-42-00_00-45-00_label_A.mp4|0.9972615|(5,1001,0.94564044,1000,2001,0.9972615,2000,3001,0.6408547,3000,4001,4.5493871e-07,3322,4322,5.5707053e-05)
The.Bourne.Ultimatum.2007__#0-55-55_0-56-10_label_A.mp4|0.9993992|(1,361,0.9993992)
Hot.Fuzz.2007__#00-19-20_00-22-06_label_A.mp4|0.0100472225|(4,1001,0.0029772157,1000,2001,1.04406e-05,2000,3001,0.0100472225,2986,3986,0.007739865)
The.Intouchables.2011__#00-51-55_00-55-16_label_A.mp4|3.3156746e-06|(5,1001,1.5501362e-08,1000,2001,3.3156746e-06,2000,3001,1.1129316e-09,3000,4001,7.719477e-08,3826,4826,1.6107991e-06)
Tropa.de.Elite.2.2010__#00-05-30_00-06-30_label_A.mp4|0.98069227|(2,1001,0.98069227,441,1441,0.0005850987)
